nodes,avgmsg,se
550,3.309091,0.03616371
550,3.198182,0.07474529
550,3.301818,0.02889071
550,3.198182,0.07474529
550,3.283636,0.01070871
550,3.272727,0.000200290000001
550,3.230909,0.04201829
550,3.258182,0.01474529
550,3.274545,0.00161771
550,3.240000,0.03292729
550,3.356364,0.08343671
550,3.296364,0.02343671
550,3.205455,0.06747229
550,3.290909,0.01798171
550,3.250909,0.02201829
550,3.269091,0.00383629
550,3.229091,0.04383629
550,3.225455,0.04747229
550,3.252727,0.02020029
550,3.285455,0.01252771
550,3.352727,0.07979971
550,3.265455,0.00747229
550,3.309091,0.03616371
550,3.232727,0.04020029
550,3.247273,0.02565429
550,3.243636,0.02929129
550,3.276364,0.00343671
550,3.269091,0.00383629
550,3.307273,0.03434571
550,3.280000,0.00707271
550,3.247273,0.02565429
550,3.278182,0.00525471
550,3.247273,0.02565429
550,3.301818,0.02889071
550,3.303636,0.03070871
550,3.260000,0.01292729
550,3.318182,0.04525471
550,3.292727,0.01979971
550,3.285455,0.01252771
550,3.267273,0.00565429
550,3.249091,0.02383629
550,3.232727,0.04020029
550,3.269091,0.00383629
550,3.334545,0.06161771
550,3.283636,0.01070871
550,3.260000,0.01292729
550,3.263636,0.00929129
550,3.281818,0.00889071
550,3.276364,0.00343671
550,3.240000,0.03292729
550,3.260000,0.01292729
550,3.290909,0.01798171
550,3.349091,0.07616371
550,3.205455,0.06747229
550,3.276364,0.00343671
550,3.274545,0.00161771
550,3.280000,0.00707271
550,3.278182,0.00525471
550,3.290909,0.01798171
550,3.241818,0.03110929
550,3.232727,0.04020029
550,3.330909,0.05798171
550,3.290909,0.01798171
550,3.298182,0.02525471
550,3.269091,0.00383629
550,3.318182,0.04525471
550,3.352727,0.07979971
700,3.310000,0.04222854
700,3.265714,0.00205746
700,3.351429,0.08365754
700,3.242857,0.02491446
700,3.305714,0.03794254
700,3.251429,0.01634246
700,3.271429,0.00365754
700,3.232857,0.03491446
700,3.232857,0.03491446
700,3.282857,0.01508554
700,3.267143,0.000628460000001
700,3.208571,0.05920046
700,3.237143,0.03062846
700,3.288571,0.02079954
700,3.242857,0.02491446
700,3.240000,0.02777146
700,3.294286,0.02651454
700,3.331429,0.06365754
700,3.187143,0.08062846
700,3.267143,0.000628460000001
700,3.260000,0.00777146
700,3.278571,0.01079954
700,3.288571,0.02079954
700,3.262857,0.00491446
700,3.348571,0.08079954
700,3.198571,0.06920046
700,3.227143,0.04062846
700,3.248571,0.01920046
700,3.245714,0.02205746
700,3.264286,0.00348546
700,3.320000,0.05222854
700,3.295714,0.02794254
700,3.264286,0.00348546
700,3.302857,0.03508554
700,3.261429,0.00634246
700,3.264286,0.00348546
700,3.277143,0.00937154
700,3.290000,0.02222854
700,3.311429,0.04365754
700,3.222857,0.04491446
700,3.215714,0.05205746
700,3.270000,0.00222854
700,3.271429,0.00365754
700,3.327143,0.05937154
700,3.327143,0.05937154
700,3.254286,0.01348546
700,3.282857,0.01508554
700,3.260000,0.00777146
700,3.297143,0.02937154
700,3.234286,0.03348546
700,3.217143,0.05062846
700,3.297143,0.02937154
700,3.245714,0.02205746
700,3.277143,0.00937154
700,3.247143,0.02062846
700,3.287143,0.01937154
700,3.247143,0.02062846
700,3.294286,0.02651454
700,3.320000,0.05222854
700,3.260000,0.00777146
700,3.241429,0.02634246
700,3.282857,0.01508554
700,3.280000,0.01222854
700,3.261429,0.00634246
700,3.278571,0.01079954
700,3.257143,0.01062846
700,3.258571,0.00920046
700,3.278571,0.01079954
700,3.262857,0.00491446
700,3.222857,0.04491446
700,3.330000,0.06222854
700,3.230000,0.03777146
700,3.242857,0.02491446
700,3.251429,0.01634246
700,3.231429,0.03634246
700,3.240000,0.02777146
700,3.274286,0.00651454
700,3.284286,0.01651454
700,3.214286,0.05348546
700,3.362857,0.09508554
700,3.291429,0.02365754
700,3.237143,0.03062846
700,3.204286,0.06348546
700,3.300000,0.03222854
700,3.262857,0.00491446
700,3.277143,0.00937154
700,3.330000,0.06222854
700,3.271429,0.00365754
700,3.272857,0.00508554
700,3.250000,0.01777146
700,3.235714,0.03205746
700,3.304286,0.03651454
700,3.288571,0.02079954
700,3.322857,0.05508554
700,3.277143,0.00937154
700,3.201429,0.06634246
700,3.247143,0.02062846
700,3.262857,0.00491446
700,3.204286,0.06348546
700,3.272857,0.00508554
850,3.264706,0.000282229999998
850,3.295294,0.03030577
850,3.249412,0.01557623
850,3.268235,0.00324677
850,3.272941,0.00795277
850,3.264706,0.000282229999998
850,3.252941,0.01204723
850,3.289412,0.02442377
850,3.300000,0.03501177
850,3.290588,0.02559977
850,3.269412,0.00442377
850,3.284706,0.01971777
850,3.314118,0.04912977
850,3.270588,0.00559977
850,3.245882,0.01910623
850,3.270588,0.00559977
850,3.274118,0.00912977
850,3.258824,0.00616423
850,3.237647,0.02734123
850,3.282353,0.01736477
850,3.232941,0.03204723
850,3.277647,0.01265877
850,3.303529,0.03854077
850,3.254118,0.01087023
850,3.229412,0.03557623
850,3.258824,0.00616423
850,3.278824,0.01383577
850,3.269412,0.00442377
850,3.288235,0.02324677
850,3.267059,0.00207077
850,3.287059,0.02207077
850,3.248235,0.01675323
850,3.248235,0.01675323
850,3.288235,0.02324677
850,3.287059,0.02207077
850,3.323529,0.05854077
850,3.221176,0.04381223
850,3.224706,0.04028223
850,3.262353,0.00263523
850,3.268235,0.00324677
850,3.254118,0.01087023
850,3.242353,0.02263523
850,3.265882,0.000893770000002
850,3.260000,0.00498823
850,3.268235,0.00324677
850,3.280000,0.01501177
850,3.271765,0.00677677
850,3.297647,0.03265877
850,3.269412,0.00442377
850,3.291765,0.02677677
850,3.264706,0.000282229999998
850,3.261176,0.00381223
850,3.215294,0.04969423
850,3.230588,0.03440023
850,3.264706,0.000282229999998
850,3.276471,0.01148277
850,3.267059,0.00207077
850,3.212941,0.05204723
850,3.252941,0.01204723
850,3.227059,0.03792923
850,3.277647,0.01265877
850,3.272941,0.00795277
850,3.290588,0.02559977
850,3.250588,0.01440023
850,3.234118,0.03087023
850,3.216471,0.04851723
850,3.288235,0.02324677
850,3.231765,0.03322323
850,3.294118,0.02912977
850,3.309412,0.04442377
850,3.270588,0.00559977
850,3.231765,0.03322323
850,3.282353,0.01736477
850,3.263529,0.00145923
850,3.344706,0.07971777
850,3.207059,0.05792923
850,3.227059,0.03792923
850,3.301176,0.03618777
850,3.265882,0.000893770000002
850,3.274118,0.00912977
850,3.251765,0.01322323
850,3.252941,0.01204723
850,3.280000,0.01501177
850,3.237647,0.02734123
850,3.245882,0.01910623
850,3.269412,0.00442377
850,3.256471,0.00851723
850,3.270588,0.00559977
850,3.282353,0.01736477
850,3.274118,0.00912977
850,3.230588,0.03440023
850,3.265882,0.000893770000002
850,3.272941,0.00795277
850,3.265882,0.000893770000002
850,3.310588,0.04559977
850,3.288235,0.02324677
850,3.282353,0.01736477
850,3.220000,0.04498823
850,3.235294,0.02969423
850,3.222353,0.04263523
